t_sec,kind,file,mode,style,factor,type,loc1,loc2,sigma,clean_value,bad_value,error,error_sigmas,pos
33.000,pmu,pmu/pmu_t00033_00.dat,transient,scale,29.070067082339605,Vang,5,,0.000146,-0.08533,-2.4805488241360387,-2.395218824136039,-16405.60838449342,8
34.000,pmu,pmu/pmu_t00034_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.20421,-34.6598456655567,-35.864055665556705,-83990.76268280258,28
34.000,pmu,pmu/pmu_t00034_00.dat,transient,negate,-1.0,Iang,17,18,0.000458,0.3727,-0.3727,-0.7454,-1627.5109170305675,40
35.000,pmu,pmu/pmu_t00035_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.19521,-34.400805621884906,-35.59601562188491,-83363.03424329018,28
35.000,pmu,pmu/pmu_t00035_00.dat,transient,scale,22.227021444996,Imag,2,4,0.000113,1.3774,30.615499338337493,29.23809933833749,258744.2419321902,15
35.000,scada,scada/scada_t00035_00.dat,persistent,scale,-23.6925784790755,Qflow,14,17,0.020427,0.17413,-4.125588690561417,-4.299718690561417,-210.49193178447237,74
35.000,scada,scada/scada_t00035_00.dat,transient,scale,22.29325430812535,Qflow,1,6,0.016159,0.20814,4.64011795169321,4.431977951693209,274.27303370834886,81
36.000,pmu,pmu/pmu_t00036_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.17626,-33.85538241882041,-35.03164241882041,-82041.31714009463,28
37.000,pmu,pmu/pmu_t00037_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.166,-33.56007676903456,-34.726076769034556,-81325.70671905047,28
38.000,pmu,pmu/pmu_t00038_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.14676,-33.00630672011842,-34.15306672011842,-79983.76281058177,28
39.000,pmu,pmu/pmu_t00039_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.12965,-32.51384281487127,-33.643492814871266,-78790.38129946432,28
40.000,pmu,pmu/pmu_t00040_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.12542,-32.39209399434552,-33.51751399434552,-78495.34893289348,28
40.000,scada,scada/scada_t00040_00.dat,persistent,scale,-23.6925784790755,Qflow,14,17,0.020427,0.12528,-2.968206231858579,-3.093486231858579,-151.44104527628036,74
40.000,scada,scada/scada_t00040_00.dat,transient,negate,-1.0,Pflow,12,16,0.023287,1.20665,-1.20665,-2.4133,-103.63292824322583,48
41.000,pmu,pmu/pmu_t00041_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.12438,-32.36216047818789,-33.48654047818789,-78422.8114243276,28
41.000,pmu,pmu/pmu_t00041_00.dat,transient,negate,-1.0,Iang,5,7,0.0002,-0.08786,0.08786,0.17572,878.5999999999999,32
42.000,pmu,pmu/pmu_t00042_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.12001,-32.236382145871694,-33.356392145871695,-78118.01439314213,28
42.000,pmu,pmu/pmu_t00042_00.dat,transient,scale,-13.028159238720157,Imag,17,18,0.000423,0.96138,-12.525011728920784,-13.486391728920784,-31882.722763406113,25
43.000,pmu,pmu/pmu_t00043_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.11643,-32.133341772944476,-33.24977177294448,-77868.317969425,28
44.000,pmu,pmu/pmu_t00044_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.11398,-32.062825316611594,-33.17680531661159,-77697.43633866883,28
44.000,pmu,pmu/pmu_t00044_00.dat,transient,scale,-16.17555353444672,Iang,17,18,0.000458,0.37958,-6.139916610605286,-6.519496610605286,-14234.708756780099,40
45.000,pmu,pmu/pmu_t00045_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.10551,-31.819039853289365,-32.92454985328936,-77106.67412948328,28
45.000,pmu,pmu/pmu_t00045_00.dat,transient,negate,-1.0,Imag,8,1,0.000264,1.90541,-1.90541,-3.81082,-14434.924242424242,18
45.000,scada,scada/scada_t00045_00.dat,persistent,scale,-23.6925784790755,Qflow,14,17,0.020427,0.14682,-3.4785443722978653,-3.6253643722978652,-177.47904108767148,74
46.000,pmu,pmu/pmu_t00046_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.10418,-31.780759491280087,-32.884939491280086,-77013.90981564422,28
47.000,pmu,pmu/pmu_t00047_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.10711,-31.865091416608795,-32.9722014166088,-77218.27029650772,28
47.000,pmu,pmu/pmu_t00047_00.dat,transient,scale,19.608112361025775,Vang,14,,0.000134,-0.06613,-1.2966844704346343,-1.2305544704346343,-9183.242316676375,11
48.000,pmu,pmu/pmu_t00048_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.11834,-32.18831582665704,-33.306655826657035,-78001.53589381039,28
49.000,pmu,pmu/pmu_t00049_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.12794,-32.46462520657362,-33.592565206573624,-78671.11289595696,28
49.000,pmu,pmu/pmu_t00049_00.dat,transient,scale,17.346545880028298,Vmag,20,,0.000128,1.00224,17.385402142799563,16.383162142799563,127993.45424062159,6
50.000,pmu,pmu/pmu_t00050_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.12561,-32.397562617489704,-33.523172617489706,-78508.60097772765,28
50.000,scada,scada/scada_t00050_00.dat,persistent,scale,-23.6925784790755,Qflow,14,17,0.020427,0.14936,-3.5387235216347164,-3.6880835216347165,-180.54944542197663,74
51.000,pmu,pmu/pmu_t00051_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.13819,-32.759643034088725,-33.89783303408873,-79386.0258409572,28
52.000,pmu,pmu/pmu_t00052_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.14817,-33.046889660293665,-34.195059660293666,-80082.10693277205,28
53.000,pmu,pmu/pmu_t00053_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.15706,-33.302763658987246,-34.45982365898725,-80702.16313580151,28
53.000,pmu,pmu/pmu_t00053_00.dat,transient,negate,-1.0,Iang,17,18,0.000458,0.37496,-0.37496,-0.74992,-1637.3799126637555,40
54.000,pmu,pmu/pmu_t00054_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.17441,-33.80213529873232,-34.97654529873232,-81912.28407197264,28
54.000,pmu,pmu/pmu_t00054_00.dat,transient,scale,-19.511153437534748,Vang,11,,0.000157,-0.14177,2.7660962228393013,2.9078662228393015,18521.44090980447,10
55.000,pmu,pmu/pmu_t00055_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.19491,-34.39217095376251,-35.58708095376251,-83342.10996197308,28
55.000,scada,scada/scada_t00055_00.dat,persistent,scale,-23.6925784790755,Qflow,14,17,0.020427,0.16141,-3.8242190923075765,-3.9856290923075766,-195.11573370086535,74
55.000,scada,scada/scada_t00055_00.dat,transient,scale,15.658721815184007,Vmag,1,,0.009498,1.08576,17.001613798054187,15.915853798054187,1675.7058115449765,0
56.000,pmu,pmu/pmu_t00056_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.21404,-34.94277495770044,-36.15681495770044,-84676.38163395887,28
56.000,pmu,pmu/pmu_t00056_00.dat,transient,scale,29.589712240602623,Iang,14,20,0.000444,-0.99431,-29.421346777953595,-28.427036777953596,-64024.85760800359,43
57.000,pmu,pmu/pmu_t00057_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.22547,-35.27175581316362,-36.497225813163624,-85473.59675213962,28
58.000,pmu,pmu/pmu_t00058_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.24027,-35.69773277386835,-36.938002773868355,-86505.86129711558,28
59.000,pmu,pmu/pmu_t00059_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.25818,-36.21322246077522,-37.471402460775224,-87755.04089174524,28
60.000,pmu,pmu/pmu_t00060_00.dat,persistent,scale,-28.782227074643707,Imag,14,20,0.000427,1.27908,-36.814771006635276,-38.093851006635276,-89212.76582350182,28
60.000,scada,scada/scada_t00060_00.dat,persistent,scale,-23.6925784790755,Qflow,14,17,0.020427,0.18284,-4.331951049114164,-4.514791049114164,-221.02075924581015,74
