channel_id,group,type,loc1,loc2,sigma
84,scada,Pflow,11,13,1.810982e-02
85,scada,Qflow,11,13,1.825183e-02
86,scada,Pflow,7,14,2.229606e-02
87,scada,Qflow,7,14,2.137557e-02
88,scada,Pflow,2,15,2.387213e-02
89,scada,Qflow,2,15,1.972215e-02
90,scada,Pflow,8,16,1.619594e-02
91,scada,Qflow,8,16,2.213245e-02
92,scada,Pflow,10,17,2.260785e-02
93,scada,Qflow,10,17,2.061277e-02
94,scada,Pflow,1,18,2.270967e-02
95,scada,Qflow,1,18,1.993796e-02
96,scada,Pflow,5,19,2.022733e-02
97,scada,Qflow,5,19,1.927541e-02
98,scada,Pflow,12,20,1.525419e-02
99,scada,Qflow,12,20,1.607891e-02
100,scada,Pflow,2,21,1.531429e-02
101,scada,Qflow,2,21,2.136410e-02
102,scada,Pflow,21,22,1.814356e-02
103,scada,Qflow,21,22,2.008571e-02
104,scada,Pflow,2,23,2.407566e-02
105,scada,Qflow,2,23,1.749292e-02
106,scada,Pflow,12,24,1.910383e-02
107,scada,Qflow,12,24,2.255551e-02
108,scada,Pflow,6,25,1.728798e-02
109,scada,Qflow,6,25,1.576980e-02
110,scada,Pflow,19,26,1.789751e-02
111,scada,Qflow,19,26,1.661221e-02
112,scada,Pflow,4,27,2.429698e-02
113,scada,Qflow,4,27,2.308120e-02
114,scada,Pflow,15,28,2.133404e-02
115,scada,Qflow,15,28,2.371461e-02
116,scada,Pflow,27,29,2.303672e-02
117,scada,Qflow,27,29,1.686570e-02
118,scada,Pflow,29,30,2.392559e-02
119,scada,Qflow,29,30,2.039342e-02
120,scada,Pflow,26,31,2.307440e-02
121,scada,Qflow,26,31,2.396091e-02
122,scada,Pflow,12,32,1.818003e-02
123,scada,Qflow,12,32,1.610052e-02
124,scada,Pflow,29,33,1.727935e-02
125,scada,Qflow,29,33,1.927108e-02
126,scada,Pflow,21,34,2.318015e-02
127,scada,Qflow,21,34,2.360731e-02
128,scada,Pflow,28,35,1.506952e-02
129,scada,Qflow,28,35,2.010747e-02
130,scada,Pflow,28,36,1.917411e-02
131,scada,Qflow,28,36,1.722108e-02
132,scada,Pflow,33,37,1.619865e-02
133,scada,Qflow,33,37,1.837615e-02
134,scada,Pflow,25,38,2.442910e-02
135,scada,Qflow,25,38,1.823203e-02
136,scada,Pflow,22,39,2.018791e-02
137,scada,Qflow,22,39,2.203019e-02
138,scada,Pflow,14,40,1.863630e-02
139,scada,Qflow,14,40,2.471782e-02
140,scada,Pflow,16,33,2.462447e-02
141,scada,Qflow,16,33,1.751782e-02
142,scada,Pflow,5,23,1.997249e-02
143,scada,Qflow,5,23,1.800878e-02
144,scada,Pflow,9,28,1.784840e-02
145,scada,Qflow,9,28,1.536887e-02
146,scada,Pflow,27,40,2.109564e-02
147,scada,Qflow,27,40,2.002679e-02
148,scada,Pflow,14,36,1.551479e-02
149,scada,Qflow,14,36,1.778646e-02
150,scada,Pflow,1,8,2.408266e-02
151,scada,Qflow,1,8,1.739562e-02
152,scada,Pflow,16,35,1.644895e-02
153,scada,Qflow,16,35,1.989453e-02
154,scada,Pflow,2,10,2.485650e-02
155,scada,Qflow,2,10,1.742055e-02
156,scada,Pflow,10,15,2.172136e-02
157,scada,Qflow,10,15,2.261620e-02
158,scada,Pflow,3,39,1.737638e-02
159,scada,Qflow,3,39,2.228216e-02
160,scada,Pflow,35,36,1.867783e-02
161,scada,Qflow,35,36,2.132306e-02
162,scada,Pflow,15,17,2.133530e-02
163,scada,Qflow,15,17,2.035775e-02
164,scada,Pflow,18,38,1.590290e-02
165,scada,Qflow,18,38,2.335302e-02
166,pmu,Vmag,2,,9.811701e-05
167,pmu,Vang,2,,7.797778e-05
168,pmu,Vmag,5,,5.611627e-05
169,pmu,Vang,5,,1.386339e-04
170,pmu,Vmag,8,,1.516347e-04
171,pmu,Vang,8,,5.248817e-05
172,pmu,Vmag,11,,1.268140e-04
173,pmu,Vang,11,,8.397437e-05
174,pmu,Vmag,14,,1.467759e-04
175,pmu,Vang,14,,7.615496e-05
176,pmu,Vmag,17,,1.536407e-04
177,pmu,Vang,17,,1.080103e-04
178,pmu,Vmag,20,,1.905095e-04
179,pmu,Vang,20,,7.062814e-05
180,pmu,Vmag,23,,1.011600e-04
181,pmu,Vang,23,,6.702103e-05
182,pmu,Vmag,26,,1.887040e-04
183,pmu,Vang,26,,1.816009e-04
184,pmu,Vmag,29,,8.869124e-05
185,pmu,Vang,29,,1.489976e-04
186,pmu,Vmag,32,,1.725833e-04
187,pmu,Vang,32,,1.332801e-04
188,pmu,Vmag,35,,1.294476e-04
189,pmu,Vang,35,,8.627784e-05
190,pmu,Vmag,38,,6.396542e-05
191,pmu,Vang,38,,1.845824e-04
192,pmu,Imag,2,1,4.601672e-04
193,pmu,Iang,2,1,3.532406e-04
194,pmu,Imag,2,3,2.356119e-04
195,pmu,Iang,2,3,2.396838e-04
196,pmu,Imag,2,4,3.903823e-04
197,pmu,Iang,2,4,4.588441e-04
198,pmu,Imag,2,5,4.548346e-04
199,pmu,Iang,2,5,4.119502e-04
200,pmu,Imag,5,6,3.568127e-04
201,pmu,Iang,5,6,1.336560e-04
202,pmu,Imag,5,7,1.646515e-04
203,pmu,Iang,5,7,4.594217e-04
204,pmu,Imag,8,4,3.425716e-04
205,pmu,Iang,8,4,1.036788e-04
206,pmu,Imag,8,9,1.405886e-04
207,pmu,Iang,8,9,3.654007e-04
208,pmu,Imag,11,3,1.020246e-04
209,pmu,Iang,11,3,1.643232e-04
210,pmu,Imag,11,13,3.194935e-04
211,pmu,Iang,11,13,3.767581e-04
212,pmu,Imag,14,7,3.607845e-04
213,pmu,Iang,14,7,1.897077e-04
214,pmu,Imag,2,15,3.848717e-04
215,pmu,Iang,2,15,1.948996e-04
216,pmu,Imag,8,16,2.301599e-04
217,pmu,Iang,8,16,3.985966e-04
218,pmu,Imag,17,10,3.598532e-04
219,pmu,Iang,17,10,4.396894e-04
220,pmu,Imag,5,19,3.630452e-04
221,pmu,Iang,5,19,3.273234e-04
222,pmu,Imag,20,12,1.374699e-04
223,pmu,Iang,20,12,2.470863e-04
224,pmu,Imag,2,21,2.060809e-04
225,pmu,Iang,2,21,1.975959e-04
226,pmu,Imag,2,23,4.892042e-04
227,pmu,Iang,2,23,2.572391e-04
228,pmu,Imag,26,19,4.568186e-04
229,pmu,Iang,26,19,3.524555e-04
230,pmu,Imag,29,27,4.179245e-04
231,pmu,Iang,29,27,3.010548e-04
232,pmu,Imag,29,30,3.307616e-04
233,pmu,Iang,29,30,2.970071e-04
234,pmu,Imag,26,31,1.780972e-04
235,pmu,Iang,26,31,3.889808e-04
236,pmu,Imag,32,12,2.123089e-04
237,pmu,Iang,32,12,1.097264e-04
238,pmu,Imag,29,33,3.581889e-04
239,pmu,Iang,29,33,1.708443e-04
240,pmu,Imag,35,28,4.761834e-04
241,pmu,Iang,35,28,4.815714e-04
242,pmu,Imag,38,25,4.659458e-04
243,pmu,Iang,38,25,2.480635e-04
244,pmu,Imag,14,40,1.061826e-04
245,pmu,Iang,14,40,4.713274e-04
246,pmu,Imag,5,23,2.712737e-04
247,pmu,Iang,5,23,4.866619e-04
248,pmu,Imag,14,36,4.854480e-04
249,pmu,Iang,14,36,4.412038e-04
250,pmu,Imag,8,1,2.177796e-04
251,pmu,Iang,8,1,2.540391e-04
252,pmu,Imag,35,16,4.404547e-04
253,pmu,Iang,35,16,2.267688e-04
254,pmu,Imag,2,10,1.677971e-04
255,pmu,Iang,2,10,3.227205e-04
256,pmu,Imag,35,36,4.744619e-04
257,pmu,Iang,35,36,3.784119e-04
258,pmu,Imag,17,15,3.280245e-04
259,pmu,Iang,17,15,1.388706e-04
260,pmu,Imag,38,18,3.460029e-04
261,pmu,Iang,38,18,4.960215e-04
